ID,OG_ID,Triangle,Corner,TriangleCorner,date,SnowDepth,SnowDepth_Noplus,temperature,x_4326,y_4326,x_3006,y_3006,MiddleTime
441,13,AC-22,A,AC-22A,2023-04-13,120,120,-1.0,15.66018048,66.26705978,529649.2181,7349834.175,06:37:30
442,14,AC-21,A,AC-21A,2023-04-13,62,62,-1.0,15.49256311,66.32241149,522072.9725,7355934.593,09:22:30
443,15,AC-35,A,AC-35A,2023-03-12,70,70,-16.0,16.55332624,65.98731394,570529.3876,7319369.401,07:40:00
444,16,AC-36,A,AC-36A,2023-03-12,75,75,-10.0,16.75175007,65.99519203,579512.604,7320484.624,08:57:30
445,17,AC-37,A,AC-37A,2023-03-06,80,80,-15.0,15.84881121,65.9380027,538617.1852,7313260.876,11:35:00
446,18,AC-38,A,AC-38A,2023-03-06,55,55,-5.0,16.02861195,65.89659453,546872.4418,7308768.327,13:15:00
447,19,AC-39,A,AC-39A,2023-03-07,40,40,-22.0,15.93640688,65.88145457,542696.2178,7307015.189,11:00:00
448,20,AC-40,A,AC-40A,2023-03-07,120,120,-22.0,16.08976248,65.87227973,549705.8182,7306105.522,09:40:00
449,21,AC-41,A,AC-41A,2023-03-07,60,60,-22.0,16.26443367,65.83598422,557753.5181,7302210.037,08:30:00
450,22,AC-42,A,AC-42A,2023-03-06,45,45,-20.0,15.76098076,65.90840731,534661.4522,7309911.059,09:27:30
451,23,AC-43,A,AC-43A,2023-04-17,110,110,0.0,15.25159463,66.12264974,511364.1247,7333603.857,
452,24,AC-46,A,AC-46A,2023-04-17,92,92,-1.0,15.24173924,66.1936143,510888.4485,7341512.132,05:15:00
453,25,AC-28,B,AC-28B,2023-03-26,20,20,-8.0,15.93648025,66.15941633,542236.8719,7337994.957,12:52:30
454,26,AC-25,B,AC-25B,2023-03-27,85,85,-8.0,15.92210788,66.22488338,541481.2433,7345282.029,13:50:00
455,27,AC-24,B,AC-24B,2023-03-27,55,55,-10.0,15.75089585,66.21837029,533788.2675,7344453.175,11:30:00
456,28,AC-34,B,AC-34B,2023-03-25,70,70,-12.0,16.41726798,66.06140904,564165.8276,7327480.284,10:30:00
457,29,AC-30,B,AC-30B,2023-03-25,85,85,-10.0,16.3475215,66.10802569,560896.7912,7332605.764,11:32:30
458,30,AC-33,B,AC-33B,2023-03-11,25,25,-20.0,16.12502754,66.06502455,550928.8997,7327614.924,08:50:00
459,31,AC-32,B,AC-32B,2023-03-11,110,110,-10.0,15.96743701,66.06109946,543802.1738,7327058.39,10:12:30
460,32,AC-31,B,AC-31B,2023-03-07,65,65,,15.63274264,66.01705338,528698.4479,7321955.65,12:55:00
461,33,AC-29,B,AC-29B,2023-03-25,75,75,-8.0,16.13381444,66.1455831,551164.1776,7336600.318,12:42:30
462,34,AC-27,B,AC-27B,2023-03-11,40,40,-10.0,15.77325645,66.10627946,534948.6291,7331971.961,11:30:00
463,35,AC-26,B,AC-26B,2023-03-25,40,40,-10.0,16.06001278,66.19911613,547733.1046,7342508.393,13:47:30
464,36,AC-23,B,AC-23B,2023-04-17,105,105,,15.45909231,66.2246367,520653.0315,7345024.777,11:20:00
465,37,AC-22,B,AC-22B,2023-04-13,110,110,-1.0,15.6976547,66.29959822,531291.7265,7353479.21,06:37:30
466,38,AC-21,B,AC-21B,2023-04-13,92,92,-1.0,15.58142379,66.32569497,526051.5524,7356334.762,09:22:30
467,39,AC-35,B,AC-35B,2023-03-12,85,85,-16.0,16.55437651,66.02318273,570477.9784,7323367.637,07:40:00
468,40,AC-36,B,AC-36B,2023-03-12,65,65,-10.0,16.76838233,66.0304171,580156.6735,7324430.853,08:57:30
469,41,AC-37,B,AC-37B,2023-03-06,45,45,-15.0,15.93669383,65.93795328,542615.3144,7313312.254,11:35:00
470,42,AC-38,B,AC-38B,2023-03-06,70,70,-5.0,16.06601119,65.92904529,548515.1091,7312413.359,13:15:00
471,43,AC-39,B,AC-39B,2023-03-07,90,90,-22.0,16.0215596,65.89003991,546562.9883,7308032.57,11:00:00
472,44,AC-40,B,AC-40B,2023-03-07,65,65,-22.0,16.17741866,65.87209272,553703.9877,7306156.875,09:40:00
473,45,AC-41,B,AC-41B,2023-03-07,60,60,-22.0,16.35196411,65.83569752,561751.7168,7302261.377,08:30:00
474,46,AC-42,B,AC-42B,2023-03-06,65,65,-20.0,15.76104404,65.87253495,534712.811,7305912.951,09:27:30
475,48,AC-46,B,AC-46B,2023-04-17,95,95,-1.0,15.26675247,66.15918547,512031.4368,7337679.111,05:15:00
476,49,AC-28,C,AC-28C,2023-03-26,45,45,-8.0,15.90602943,66.12572896,540917.8704,7334220.113,12:52:30
477,50,AC-25,C,AC-25C,2023-03-27,130,130,-8.0,15.92966596,66.18915009,541880.3604,7341304.369,13:50:00
478,51,AC-24,C,AC-24C,2023-03-27,70,70,-10.0,15.78131809,66.18466847,535204.0008,7340713.562,11:30:00
479,52,AC-34,C,AC-34C,2023-03-25,60,60,-12.0,16.38630033,66.02781699,562846.7651,7323705.379,10:30:00
480,53,AC-30,C,AC-30C,2023-03-25,60,60,-10.0,16.40948664,66.08242527,563760.9059,7329814.416,11:32:30
481,54,AC-33,C,AC-33C,2023-03-11,40,40,-20.0,16.08053297,66.03404496,548974.3517,7324126.804,08:50:00
482,55,AC-32,C,AC-32C,2023-03-11,260,260,-10.0,15.94437763,66.0264787,542816.3157,7323183.87,10:12:30
483,56,AC-31,C,AC-31C,2023-03-07,45,45,,15.68346284,65.98772306,531034.4515,7318710.707,12:55:00
484,57,AC-29,C,AC-29C,2023-03-25,145,145,-8.0,16.21388604,66.13022809,554810.2752,7334956.739,12:42:30
485,58,AC-27,C,AC-27C,2023-03-11,230,230,-10.0,15.80351497,66.07257278,536364.3222,7328232.328,11:30:00
486,59,AC-26,C,AC-26C,2023-03-25,45,45,-10.0,16.12773116,66.17593417,550828.7822,7339978.009,13:47:30
487,60,AC-23,C,AC-23C,2023-04-17,45,45,,15.40240613,66.19702191,518122.7213,7341929.176,11:20:00
488,61,AC-22,C,AC-22C,2023-04-13,150,150,-1.0,15.74886754,66.27024759,533627.8269,7350234.324,06:37:30
489,62,AC-21,C,AC-21C,2023-04-13,80,80,-1.0,15.54403889,66.2931197,524408.0744,7352688.726,09:22:30
490,63,AC-35,C,AC-35C,2023-03-12,60,60,-16.0,16.63015012,66.00485918,573966.1625,7321413.04,07:40:00
491,64,AC-36,C,AC-36C,2023-03-12,105,105,-10.0,16.83500371,66.00692786,583252.4008,7321900.346,08:57:30
492,65,AC-37,C,AC-37C,2023-03-06,25,25,-15.0,15.89264784,65.90691896,540660.7363,7309824.185,11:35:00
493,66,AC-38,C,AC-38C,2023-03-06,85,85,-5.0,16.11606048,65.89957289,550851.1264,7309168.337,13:15:00
494,67,AC-39,C,AC-39C,2023-03-07,45,45,-22.0,15.99713695,65.85558969,545510.8611,7304175.201,11:00:00
495,68,AC-40,C,AC-40C,2023-03-07,160,160,-22.0,16.13319552,65.84112738,551749.3676,7302668.783,09:40:00
496,69,AC-41,C,AC-41C,2023-03-07,80,80,-22.0,16.30759412,65.80478255,559797.0704,7298773.267,08:30:00
497,70,AC-42,C,AC-42C,2023-03-06,50,50,-20.0,15.68504701,65.89042994,531224.7772,7307867.528,09:27:30
498,72,AC-46,C,AC-46C,2023-04-17,110,110,-1.0,15.18055162,66.16762289,508140.7873,7338605.705,05:15:00
