"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"422",421,123,131,"AC-39","A","AC-39A","2022-03-09","70",70,"-7",15.93640688,65.88145457,542696.2178,7307015.189,"08:27:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VV_gamma0-rtc.tif","0.012","0.075","40.66"
"423",422,267,280,"AC-39","B","AC-39B","2022-03-09","135",135,"-7",16.0215596,65.89003991,546562.9883,7308032.57,"08:27:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/7_2022-03-09_clip/S1A__IW___D_20220309T052155_VV_gamma0-rtc.tif","0.011","0.053","47.95"
"425",424,274,287,"AC-21","B","AC-21B","2022-03-14","145",145,"-1",15.58142379,66.32569497,526051.5524,7356334.762,"14:24:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.006","0.058","40.358"
"427",426,419,438,"AC-25","C","AC-25C","2022-03-14","190",190,"-2",15.92966596,66.18915009,541880.3604,7341304.369,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.007","0.064","35.388"
"429",428,276,289,"AC-25","B","AC-25B","2022-03-14","145",145,"-2",15.92210788,66.22488338,541481.2433,7345282.029,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.008","0.079","33.718"
"431",430,278,291,"AC-29","B","AC-29B","2022-03-14","130",130,"-8.4",16.13381444,66.1455831,551164.1776,7336600.318,"06:34:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.007","0.045","35.806"
"433",432,417,436,"AC-21","C","AC-21C","2022-03-14","165",165,"-1",15.54403889,66.2931197,524408.0744,7352688.726,"14:24:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.009","0.058","37.802"
"435",434,418,437,"AC-24","C","AC-24C","2022-03-14","195",195,"-2",15.78131809,66.18466847,535204.0008,7340713.562,"11:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.005","0.041","38.741"
"437",436,275,288,"AC-24","B","AC-24B","2022-03-14","85",85,"-2",15.75089585,66.21837029,533788.2675,7344453.175,"11:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.005","0.034","44.714"
"439",438,277,290,"AC-26","B","AC-26B","2022-03-14","70",70,"-6",16.06001278,66.19911613,547733.1046,7342508.393,"08:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.012","0.101","36.242"
"440",439,421,440,"AC-29","C","AC-29C","2022-03-14","50",50,"-8.4",16.21388604,66.13022809,554810.2752,7334956.739,"06:34:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.006","0.052","35.133"
"441",440,421,440,"AC-29","C","AC-29C","2022-03-14","50",50,"-8.4",16.21388604,66.13022809,554810.2752,7334956.739,"06:34:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.007","0.047","35.133"
"443",442,130,138,"AC-21","A","AC-21A","2022-03-14","155",155,"-1",15.49256311,66.32241149,522072.9725,7355934.593,"14:24:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.005","0.041","45.066"
"445",444,131,139,"AC-24","A","AC-24A","2022-03-14","130",130,"-2",15.69390556,66.19086231,531257.926,7341357.54,"11:30:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.009","0.049","39.241"
"447",446,132,140,"AC-25","A","AC-25A","2022-03-14","100",100,"-2",15.84925843,66.20434872,538235.3079,7342946.922,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.009","0.058","37.519"
"449",448,133,141,"AC-26","A","AC-26A","2022-03-14","135",135,"-6",16.04425364,66.16381694,547089.1167,7338562.269,"08:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.009","0.068","39.783"
"450",449,134,142,"AC-29","A","AC-29A","2022-03-14","180",180,"-8.4",16.14107316,66.10983041,551564.2798,7332621.634,"06:34:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/5_2022-03-14_clip/S1A__IW___D_20220314T053007_VV_gamma0-rtc.tif","0.014","0.079","41.737"
"453",452,420,439,"AC-26","C","AC-26C","2022-03-14","70",70,"-6",16.12773116,66.17593417,550828.7822,7339978.009,"08:07:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/6_2022-03-14_clip/S1A__IW___D_20220314T052943_VV_gamma0-rtc.tif","0.006","0.039","40.083"
"454",453,427,446,"AC-42","C","AC-42C","2022-03-16","125",125,"default_value",15.68504701,65.89042994,531224.7772,7307867.528,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.018","0.083","41.278"
"455",454,426,445,"AC-22","C","AC-22C","2022-03-16","240",240,"-2",15.74886754,66.27024759,533627.8269,7350234.324,"13:09:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.004","0.029","40.777"
"456",455,284,297,"AC-42","B","AC-42B","2022-03-16","100",100,"default_value",15.76104404,65.87253495,534712.811,7305912.951,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.028","0.118","37.73"
"457",456,139,147,"AC-22","A","AC-22A","2022-03-16","195",195,"-2",15.66018048,66.26705978,529649.2181,7349834.175,"13:09:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.011","0.063","40.227"
"458",457,140,148,"AC-42","A","AC-42A","2022-03-16","60",60,"default_value",15.76098076,65.90840731,534661.4522,7309911.059,"09:48:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.011","0.055","40.913"
"459",458,283,296,"AC-22","B","AC-22B","2022-03-16","190",190,"-2",15.6976547,66.29959822,531291.7265,7353479.21,"13:09:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/4_2022-03-16_clip/S1A__IW___A_20220316T163126_VV_gamma0-rtc.tif","0.009","0.068","42.5"
